"","assay","primary","colname"
"1329","BRCA_RPPAArray-20160128","TCGA-A2-A0T7","TCGA-A2-A0T7-01A-11-A13A-20"
"1330","BRCA_RPPAArray-20160128","TCGA-A2-A0YC","TCGA-A2-A0YC-01A-21-A13D-20"
"1331","BRCA_RPPAArray-20160128","TCGA-A2-A0YE","TCGA-A2-A0YE-01A-21-A13D-20"
"1332","BRCA_RPPAArray-20160128","TCGA-A2-A0YF","TCGA-A2-A0YF-01A-11-A13D-20"
"1333","BRCA_RPPAArray-20160128","TCGA-A2-A0YG","TCGA-A2-A0YG-01A-31-A13D-20"
"1334","BRCA_RPPAArray-20160128","TCGA-A2-A0YH","TCGA-A2-A0YH-01A-21-A13D-20"
"1335","BRCA_RPPAArray-20160128","TCGA-A2-A0YI","TCGA-A2-A0YI-01A-21-A13D-20"
"1336","BRCA_RPPAArray-20160128","TCGA-A2-A0YJ","TCGA-A2-A0YJ-01A-21-A13D-20"
"1337","BRCA_RPPAArray-20160128","TCGA-A2-A0YM","TCGA-A2-A0YM-01A-21-A13D-20"
"1338","BRCA_RPPAArray-20160128","TCGA-A2-A0YT","TCGA-A2-A0YT-01A-21-A13D-20"
"1339","BRCA_RPPAArray-20160128","TCGA-A2-A1FW","TCGA-A2-A1FW-01A-21-A17I-20"
"1340","BRCA_RPPAArray-20160128","TCGA-A2-A1FX","TCGA-A2-A1FX-01A-21-A17I-20"
"1341","BRCA_RPPAArray-20160128","TCGA-A2-A1FZ","TCGA-A2-A1FZ-01A-11-A17I-20"
"1342","BRCA_RPPAArray-20160128","TCGA-A2-A1G1","TCGA-A2-A1G1-01A-11-A17I-20"
"1343","BRCA_RPPAArray-20160128","TCGA-A2-A1G4","TCGA-A2-A1G4-01A-21-A17I-20"
"1344","BRCA_RPPAArray-20160128","TCGA-A2-A1G6","TCGA-A2-A1G6-01A-21-A17I-20"
"1345","BRCA_RPPAArray-20160128","TCGA-A2-A259","TCGA-A2-A259-01A-21-A17I-20"
"1346","BRCA_RPPAArray-20160128","TCGA-A2-A25B","TCGA-A2-A25B-01A-21-A17I-20"
"1347","BRCA_RPPAArray-20160128","TCGA-A2-A25C","TCGA-A2-A25C-01A-21-A17I-20"
"1348","BRCA_RPPAArray-20160128","TCGA-A2-A25E","TCGA-A2-A25E-01A-21-A17I-20"
"1349","BRCA_RPPAArray-20160128","TCGA-A2-A25F","TCGA-A2-A25F-01A-21-A17I-20"
"1350","BRCA_RPPAArray-20160128","TCGA-A2-A3XT","TCGA-A2-A3XT-01A-21-A24A-20"
"1351","BRCA_RPPAArray-20160128","TCGA-A2-A3XU","TCGA-A2-A3XU-01A-21-A24A-20"
"1352","BRCA_RPPAArray-20160128","TCGA-A2-A3XV","TCGA-A2-A3XV-01A-41-A24A-20"
"1353","BRCA_RPPAArray-20160128","TCGA-A2-A3XW","TCGA-A2-A3XW-01A-21-A24A-20"
"1354","BRCA_RPPAArray-20160128","TCGA-A2-A3XX","TCGA-A2-A3XX-01A-41-A24A-20"
"1355","BRCA_RPPAArray-20160128","TCGA-A2-A3XZ","TCGA-A2-A3XZ-01A-51-A24A-20"
"1356","BRCA_RPPAArray-20160128","TCGA-A2-A4S3","TCGA-A2-A4S3-01A-31-A321-20"
"1357","BRCA_RPPAArray-20160128","TCGA-A7-A0CD","TCGA-A7-A0CD-01A-21-A13A-20"
"1358","BRCA_RPPAArray-20160128","TCGA-A7-A0CE","TCGA-A7-A0CE-01A-21-A13A-20"
"1359","BRCA_RPPAArray-20160128","TCGA-A7-A0CH","TCGA-A7-A0CH-01A-11-A13A-20"
"1360","BRCA_RPPAArray-20160128","TCGA-A7-A0CJ","TCGA-A7-A0CJ-01A-11-A13A-20"
"1361","BRCA_RPPAArray-20160128","TCGA-A7-A0D9","TCGA-A7-A0D9-01A-21-A13C-20"
"1362","BRCA_RPPAArray-20160128","TCGA-A7-A0DA","TCGA-A7-A0DA-01A-11-A13C-20"
"1363","BRCA_RPPAArray-20160128","TCGA-A7-A0DB","TCGA-A7-A0DB-01A-21-A13C-20"
"1364","BRCA_RPPAArray-20160128","TCGA-A7-A0DC","TCGA-A7-A0DC-01A-21-A13C-20"
"1365","BRCA_RPPAArray-20160128","TCGA-A7-A13D","TCGA-A7-A13D-01A-21-A13E-20"
"1366","BRCA_RPPAArray-20160128","TCGA-A7-A13E","TCGA-A7-A13E-01A-21-A13E-20"
"1367","BRCA_RPPAArray-20160128","TCGA-A7-A13F","TCGA-A7-A13F-01A-21-A13E-20"
"1368","BRCA_RPPAArray-20160128","TCGA-A7-A26H","TCGA-A7-A26H-01A-21-A17I-20"
"1369","BRCA_RPPAArray-20160128","TCGA-A7-A26I","TCGA-A7-A26I-01A-21-A17I-20"
"1370","BRCA_RPPAArray-20160128","TCGA-A7-A2KD","TCGA-A7-A2KD-01A-41-A24A-20"
"1371","BRCA_RPPAArray-20160128","TCGA-A7-A4SD","TCGA-A7-A4SD-01A-21-A321-20"
"1372","BRCA_RPPAArray-20160128","TCGA-A7-A4SE","TCGA-A7-A4SE-01A-21-A321-20"
"1373","BRCA_RPPAArray-20160128","TCGA-A7-A4SF","TCGA-A7-A4SF-01A-21-A321-20"
"1374","BRCA_RPPAArray-20160128","TCGA-A7-A6VV","TCGA-A7-A6VV-01A-11-A43F-20"
"1375","BRCA_RPPAArray-20160128","TCGA-A7-A6VX","TCGA-A7-A6VX-01A-21-A43F-20"
"1376","BRCA_RPPAArray-20160128","TCGA-A8-A06N","TCGA-A8-A06N-01A-21-A13B-20"
"1377","BRCA_RPPAArray-20160128","TCGA-A8-A06P","TCGA-A8-A06P-01A-21-A13B-20"
"1378","BRCA_RPPAArray-20160128","TCGA-A8-A06R","TCGA-A8-A06R-01A-21-A13A-20"
"1379","BRCA_RPPAArray-20160128","TCGA-A8-A06U","TCGA-A8-A06U-01A-21-A13A-20"
"1380","BRCA_RPPAArray-20160128","TCGA-A8-A06X","TCGA-A8-A06X-01A-11-A13A-20"
"1381","BRCA_RPPAArray-20160128","TCGA-A8-A06Y","TCGA-A8-A06Y-01A-11-A13A-20"
"1382","BRCA_RPPAArray-20160128","TCGA-A8-A06Z","TCGA-A8-A06Z-01A-21-A13A-20"
"1383","BRCA_RPPAArray-20160128","TCGA-A8-A075","TCGA-A8-A075-01A-21-A13A-20"
"1384","BRCA_RPPAArray-20160128","TCGA-A8-A076","TCGA-A8-A076-01A-11-A13A-20"
"1385","BRCA_RPPAArray-20160128","TCGA-A8-A079","TCGA-A8-A079-01A-11-A13A-20"
"1386","BRCA_RPPAArray-20160128","TCGA-A8-A07E","TCGA-A8-A07E-01A-21-A13B-20"
"1387","BRCA_RPPAArray-20160128","TCGA-A8-A07F","TCGA-A8-A07F-01A-21-A13B-20"
"1388","BRCA_RPPAArray-20160128","TCGA-A8-A07I","TCGA-A8-A07I-01A-21-A13B-20"
"1389","BRCA_RPPAArray-20160128","TCGA-A8-A07O","TCGA-A8-A07O-01A-21-A13B-20"
"1390","BRCA_RPPAArray-20160128","TCGA-A8-A07P","TCGA-A8-A07P-01A-21-A13B-20"
"1391","BRCA_RPPAArray-20160128","TCGA-A8-A07R","TCGA-A8-A07R-01A-12-A13B-20"
"1392","BRCA_RPPAArray-20160128","TCGA-A8-A07W","TCGA-A8-A07W-01A-21-A13A-20"
"1393","BRCA_RPPAArray-20160128","TCGA-A8-A07Z","TCGA-A8-A07Z-01A-21-A13A-20"
"1394","BRCA_RPPAArray-20160128","TCGA-A8-A081","TCGA-A8-A081-01A-21-A13A-20"
"1395","BRCA_RPPAArray-20160128","TCGA-A8-A082","TCGA-A8-A082-01A-21-A13A-20"
"1396","BRCA_RPPAArray-20160128","TCGA-A8-A083","TCGA-A8-A083-01A-11-A13A-20"
"1397","BRCA_RPPAArray-20160128","TCGA-A8-A084","TCGA-A8-A084-01A-11-A13A-20"
"1398","BRCA_RPPAArray-20160128","TCGA-A8-A085","TCGA-A8-A085-01A-21-A13B-20"
"1399","BRCA_RPPAArray-20160128","TCGA-A8-A086","TCGA-A8-A086-01A-21-A13B-20"
"1400","BRCA_RPPAArray-20160128","TCGA-A8-A08A","TCGA-A8-A08A-01A-21-A13A-20"
"1401","BRCA_RPPAArray-20160128","TCGA-A8-A08G","TCGA-A8-A08G-01A-21-A13B-20"
"1402","BRCA_RPPAArray-20160128","TCGA-A8-A08H","TCGA-A8-A08H-01A-11-A13B-20"
"1403","BRCA_RPPAArray-20160128","TCGA-A8-A08J","TCGA-A8-A08J-01A-21-A13A-20"
"1404","BRCA_RPPAArray-20160128","TCGA-A8-A08L","TCGA-A8-A08L-01A-21-A13A-20"
"1405","BRCA_RPPAArray-20160128","TCGA-A8-A08O","TCGA-A8-A08O-01A-11-A13A-20"
"1406","BRCA_RPPAArray-20160128","TCGA-A8-A08P","TCGA-A8-A08P-01A-21-A13A-20"
"1407","BRCA_RPPAArray-20160128","TCGA-A8-A08T","TCGA-A8-A08T-01A-11-A13A-20"
"1408","BRCA_RPPAArray-20160128","TCGA-A8-A08X","TCGA-A8-A08X-01A-11-A13B-20"
"1409","BRCA_RPPAArray-20160128","TCGA-A8-A08Z","TCGA-A8-A08Z-01A-11-A13B-20"
"1410","BRCA_RPPAArray-20160128","TCGA-A8-A091","TCGA-A8-A091-01A-21-A13B-20"
"1411","BRCA_RPPAArray-20160128","TCGA-A8-A094","TCGA-A8-A094-01A-21-A13B-20"
"1412","BRCA_RPPAArray-20160128","TCGA-A8-A095","TCGA-A8-A095-01A-21-A13B-20"
"1413","BRCA_RPPAArray-20160128","TCGA-A8-A099","TCGA-A8-A099-01A-21-A13B-20"
"1414","BRCA_RPPAArray-20160128","TCGA-A8-A09A","TCGA-A8-A09A-01A-21-A13B-20"
"1415","BRCA_RPPAArray-20160128","TCGA-A8-A09B","TCGA-A8-A09B-01A-21-A13B-20"
"1416","BRCA_RPPAArray-20160128","TCGA-A8-A09C","TCGA-A8-A09C-01A-21-A13A-20"
"1417","BRCA_RPPAArray-20160128","TCGA-A8-A09E","TCGA-A8-A09E-01A-21-A13A-20"
"1418","BRCA_RPPAArray-20160128","TCGA-A8-A09G","TCGA-A8-A09G-01A-11-A13A-20"
"1419","BRCA_RPPAArray-20160128","TCGA-A8-A09I","TCGA-A8-A09I-01A-11-A13A-20"
"1420","BRCA_RPPAArray-20160128","TCGA-A8-A09K","TCGA-A8-A09K-01A-21-A13A-20"
"1421","BRCA_RPPAArray-20160128","TCGA-A8-A09M","TCGA-A8-A09M-01A-21-A13B-20"
"1422","BRCA_RPPAArray-20160128","TCGA-A8-A09R","TCGA-A8-A09R-01A-21-A13B-20"
"1423","BRCA_RPPAArray-20160128","TCGA-AC-A23C","TCGA-AC-A23C-01A-21-A17I-20"
"1424","BRCA_RPPAArray-20160128","TCGA-AC-A23E","TCGA-AC-A23E-01A-21-A17I-20"
"1425","BRCA_RPPAArray-20160128","TCGA-AC-A2BK","TCGA-AC-A2BK-01A-21-A24A-20"
"1426","BRCA_RPPAArray-20160128","TCGA-AC-A2BM","TCGA-AC-A2BM-01A-21-A24A-20"
"1427","BRCA_RPPAArray-20160128","TCGA-AC-A5XU","TCGA-AC-A5XU-01A-21-A321-20"
"1428","BRCA_RPPAArray-20160128","TCGA-AC-A62X","TCGA-AC-A62X-01A-21-A321-20"
"1429","BRCA_RPPAArray-20160128","TCGA-AC-A6IW","TCGA-AC-A6IW-01A-21-A43F-20"
"1430","BRCA_RPPAArray-20160128","TCGA-AC-A6NO","TCGA-AC-A6NO-01A-21-A43F-20"
"1431","BRCA_RPPAArray-20160128","TCGA-AC-A8OQ","TCGA-AC-A8OQ-01A-21-A43F-20"
"1432","BRCA_RPPAArray-20160128","TCGA-AN-A041","TCGA-AN-A041-01A-31-A13A-20"
"1433","BRCA_RPPAArray-20160128","TCGA-AN-A049","TCGA-AN-A049-01A-31-A13A-20"
"1434","BRCA_RPPAArray-20160128","TCGA-AN-A04A","TCGA-AN-A04A-01A-11-A13A-20"
"1435","BRCA_RPPAArray-20160128","TCGA-AN-A04D","TCGA-AN-A04D-01A-31-A13A-20"
"1436","BRCA_RPPAArray-20160128","TCGA-AN-A0AJ","TCGA-AN-A0AJ-01A-21-A13B-20"
"1437","BRCA_RPPAArray-20160128","TCGA-AN-A0AK","TCGA-AN-A0AK-01A-11-A13B-20"
"1438","BRCA_RPPAArray-20160128","TCGA-AN-A0AL","TCGA-AN-A0AL-01A-21-A13B-20"
"1439","BRCA_RPPAArray-20160128","TCGA-AN-A0AM","TCGA-AN-A0AM-01A-21-A13B-20"
"1440","BRCA_RPPAArray-20160128","TCGA-AN-A0AR","TCGA-AN-A0AR-01A-21-A13B-20"
"1441","BRCA_RPPAArray-20160128","TCGA-AN-A0AS","TCGA-AN-A0AS-01A-21-A13B-20"
"1442","BRCA_RPPAArray-20160128","TCGA-AN-A0AT","TCGA-AN-A0AT-01A-21-A13C-20"
"1443","BRCA_RPPAArray-20160128","TCGA-AN-A0FD","TCGA-AN-A0FD-01A-21-A13C-20"
"1444","BRCA_RPPAArray-20160128","TCGA-AN-A0FF","TCGA-AN-A0FF-01A-21-A13C-20"
"1445","BRCA_RPPAArray-20160128","TCGA-AN-A0FJ","TCGA-AN-A0FJ-01A-21-A13A-20"
"1446","BRCA_RPPAArray-20160128","TCGA-AN-A0FK","TCGA-AN-A0FK-01A-21-A13A-20"
"1447","BRCA_RPPAArray-20160128","TCGA-AN-A0FL","TCGA-AN-A0FL-01A-21-A13A-20"
"1448","BRCA_RPPAArray-20160128","TCGA-AN-A0FT","TCGA-AN-A0FT-01A-21-A13C-20"
"1449","BRCA_RPPAArray-20160128","TCGA-AN-A0FV","TCGA-AN-A0FV-01A-21-A13A-20"
"1450","BRCA_RPPAArray-20160128","TCGA-AN-A0FW","TCGA-AN-A0FW-01A-21-A13C-20"
"1451","BRCA_RPPAArray-20160128","TCGA-AN-A0FX","TCGA-AN-A0FX-01A-21-A13C-20"
"1452","BRCA_RPPAArray-20160128","TCGA-AN-A0FY","TCGA-AN-A0FY-01A-21-A13C-20"
"1453","BRCA_RPPAArray-20160128","TCGA-AN-A0FZ","TCGA-AN-A0FZ-01A-21-A13C-20"
"1454","BRCA_RPPAArray-20160128","TCGA-AN-A0G0","TCGA-AN-A0G0-01A-21-A13C-20"
"1455","BRCA_RPPAArray-20160128","TCGA-AN-A0XN","TCGA-AN-A0XN-01A-11-A13D-20"
"1456","BRCA_RPPAArray-20160128","TCGA-AN-A0XO","TCGA-AN-A0XO-01A-21-A13D-20"
"1457","BRCA_RPPAArray-20160128","TCGA-AN-A0XP","TCGA-AN-A0XP-01A-21-A13D-20"
"1458","BRCA_RPPAArray-20160128","TCGA-AN-A0XS","TCGA-AN-A0XS-01A-11-A13D-20"
"1459","BRCA_RPPAArray-20160128","TCGA-AN-A0XT","TCGA-AN-A0XT-01A-21-A13D-20"
"1460","BRCA_RPPAArray-20160128","TCGA-AN-A0XU","TCGA-AN-A0XU-01A-21-A13D-20"
"1461","BRCA_RPPAArray-20160128","TCGA-AN-A0XW","TCGA-AN-A0XW-01A-21-A13D-20"
"1462","BRCA_RPPAArray-20160128","TCGA-AO-A03L","TCGA-AO-A03L-01A-31-A13A-20"
"1463","BRCA_RPPAArray-20160128","TCGA-AO-A03M","TCGA-AO-A03M-01B-21-A13E-20"
"1464","BRCA_RPPAArray-20160128","TCGA-AO-A03N","TCGA-AO-A03N-01B-21-A13E-20"
"1465","BRCA_RPPAArray-20160128","TCGA-AO-A03O","TCGA-AO-A03O-01A-31-A13A-20"
"1466","BRCA_RPPAArray-20160128","TCGA-AO-A03P","TCGA-AO-A03P-01A-31-A13A-20"
"1467","BRCA_RPPAArray-20160128","TCGA-AO-A0J2","TCGA-AO-A0J2-01A-21-A13A-20"
"1468","BRCA_RPPAArray-20160128","TCGA-AO-A0J6","TCGA-AO-A0J6-01A-21-A13A-20"
"1469","BRCA_RPPAArray-20160128","TCGA-AO-A0JB","TCGA-AO-A0JB-01A-21-A13A-20"
"1470","BRCA_RPPAArray-20160128","TCGA-AO-A0JC","TCGA-AO-A0JC-01A-21-A13A-20"
"1471","BRCA_RPPAArray-20160128","TCGA-AO-A0JD","TCGA-AO-A0JD-01A-21-A13B-20"
"1472","BRCA_RPPAArray-20160128","TCGA-AO-A0JE","TCGA-AO-A0JE-01A-21-A13B-20"
"1473","BRCA_RPPAArray-20160128","TCGA-AO-A0JF","TCGA-AO-A0JF-01A-21-A13B-20"
"1474","BRCA_RPPAArray-20160128","TCGA-AO-A0JI","TCGA-AO-A0JI-01A-11-A13A-20"
"1475","BRCA_RPPAArray-20160128","TCGA-AO-A0JL","TCGA-AO-A0JL-01A-21-A13A-20"
"1476","BRCA_RPPAArray-20160128","TCGA-AO-A0JM","TCGA-AO-A0JM-01A-11-A13A-20"
"1477","BRCA_RPPAArray-20160128","TCGA-AO-A126","TCGA-AO-A126-01A-21-A13E-20"
"1478","BRCA_RPPAArray-20160128","TCGA-AO-A128","TCGA-AO-A128-01A-21-A13E-20"
"1479","BRCA_RPPAArray-20160128","TCGA-AO-A129","TCGA-AO-A129-01A-11-A13E-20"
"1480","BRCA_RPPAArray-20160128","TCGA-AO-A12A","TCGA-AO-A12A-01A-11-A13E-20"
"1481","BRCA_RPPAArray-20160128","TCGA-AO-A12B","TCGA-AO-A12B-01A-21-A13E-20"
"1482","BRCA_RPPAArray-20160128","TCGA-AO-A12C","TCGA-AO-A12C-01A-21-A13E-20"
"1483","BRCA_RPPAArray-20160128","TCGA-AO-A12D","TCGA-AO-A12D-01A-21-A13E-20"
"1484","BRCA_RPPAArray-20160128","TCGA-AO-A12F","TCGA-AO-A12F-01A-21-A13D-20"
"1485","BRCA_RPPAArray-20160128","TCGA-AO-A1KP","TCGA-AO-A1KP-01A-21-A17I-20"
"1486","BRCA_RPPAArray-20160128","TCGA-AO-A1KQ","TCGA-AO-A1KQ-01A-21-A17I-20"
"1487","BRCA_RPPAArray-20160128","TCGA-AO-A1KR","TCGA-AO-A1KR-01A-21-A17I-20"
"1488","BRCA_RPPAArray-20160128","TCGA-AO-A1KT","TCGA-AO-A1KT-01A-21-A17I-20"
"1489","BRCA_RPPAArray-20160128","TCGA-AQ-A04L","TCGA-AQ-A04L-01B-11-A13D-20"
"1490","BRCA_RPPAArray-20160128","TCGA-AQ-A1H2","TCGA-AQ-A1H2-01A-21-A17I-20"
"1491","BRCA_RPPAArray-20160128","TCGA-AQ-A1H3","TCGA-AQ-A1H3-01A-41-A17I-20"
"1492","BRCA_RPPAArray-20160128","TCGA-AQ-A54N","TCGA-AQ-A54N-01A-21-A321-20"
"1493","BRCA_RPPAArray-20160128","TCGA-AQ-A54O","TCGA-AQ-A54O-01A-21-A321-20"
"1494","BRCA_RPPAArray-20160128","TCGA-AR-A0TP","TCGA-AR-A0TP-01A-21-A13C-20"
"1495","BRCA_RPPAArray-20160128","TCGA-AR-A0TQ","TCGA-AR-A0TQ-01A-21-A13C-20"
"1496","BRCA_RPPAArray-20160128","TCGA-AR-A0TR","TCGA-AR-A0TR-01A-21-A13C-20"
"1497","BRCA_RPPAArray-20160128","TCGA-AR-A0TS","TCGA-AR-A0TS-01A-21-A13C-20"
"1498","BRCA_RPPAArray-20160128","TCGA-AR-A0TT","TCGA-AR-A0TT-01A-21-A13C-20"
"1499","BRCA_RPPAArray-20160128","TCGA-AR-A0TU","TCGA-AR-A0TU-01A-21-A13C-20"
"1500","BRCA_RPPAArray-20160128","TCGA-AR-A0TV","TCGA-AR-A0TV-01A-11-A13D-20"
"1501","BRCA_RPPAArray-20160128","TCGA-AR-A0TW","TCGA-AR-A0TW-01A-21-A13D-20"
"1502","BRCA_RPPAArray-20160128","TCGA-AR-A0TX","TCGA-AR-A0TX-01A-21-A13D-20"
"1503","BRCA_RPPAArray-20160128","TCGA-AR-A0TY","TCGA-AR-A0TY-01A-21-A13D-20"
"1504","BRCA_RPPAArray-20160128","TCGA-AR-A0TZ","TCGA-AR-A0TZ-01A-21-A13D-20"
"1505","BRCA_RPPAArray-20160128","TCGA-AR-A0U0","TCGA-AR-A0U0-01A-21-A13D-20"
"1506","BRCA_RPPAArray-20160128","TCGA-AR-A0U1","TCGA-AR-A0U1-01A-21-A13C-20"
"1507","BRCA_RPPAArray-20160128","TCGA-AR-A0U2","TCGA-AR-A0U2-01A-21-A13D-20"
"1508","BRCA_RPPAArray-20160128","TCGA-AR-A0U3","TCGA-AR-A0U3-01A-21-A13C-20"
"1509","BRCA_RPPAArray-20160128","TCGA-AR-A0U4","TCGA-AR-A0U4-01A-21-A13D-20"
"1510","BRCA_RPPAArray-20160128","TCGA-AR-A1AH","TCGA-AR-A1AH-01A-21-A13E-20"
"1511","BRCA_RPPAArray-20160128","TCGA-AR-A1AJ","TCGA-AR-A1AJ-01A-31-A13E-20"
"1512","BRCA_RPPAArray-20160128","TCGA-AR-A1AO","TCGA-AR-A1AO-01A-21-A13E-20"
"1513","BRCA_RPPAArray-20160128","TCGA-AR-A1AP","TCGA-AR-A1AP-01A-21-A13E-20"
"1514","BRCA_RPPAArray-20160128","TCGA-AR-A1AQ","TCGA-AR-A1AQ-01A-21-A13E-20"
"1515","BRCA_RPPAArray-20160128","TCGA-AR-A1AS","TCGA-AR-A1AS-01A-21-A13E-20"
"1516","BRCA_RPPAArray-20160128","TCGA-AR-A1AU","TCGA-AR-A1AU-01A-21-A13E-20"
"1517","BRCA_RPPAArray-20160128","TCGA-AR-A1AV","TCGA-AR-A1AV-01A-31-A13E-20"
"1518","BRCA_RPPAArray-20160128","TCGA-AR-A1AW","TCGA-AR-A1AW-01A-11-A13E-20"
"1519","BRCA_RPPAArray-20160128","TCGA-AR-A1AX","TCGA-AR-A1AX-01A-21-A13E-20"
"1520","BRCA_RPPAArray-20160128","TCGA-AR-A1AY","TCGA-AR-A1AY-01A-11-A13E-20"
"1521","BRCA_RPPAArray-20160128","TCGA-AR-A24K","TCGA-AR-A24K-01A-21-A17I-20"
"1522","BRCA_RPPAArray-20160128","TCGA-AR-A24L","TCGA-AR-A24L-01A-21-A17I-20"
"1523","BRCA_RPPAArray-20160128","TCGA-AR-A24N","TCGA-AR-A24N-01A-21-A17I-20"
"1524","BRCA_RPPAArray-20160128","TCGA-AR-A24P","TCGA-AR-A24P-01A-21-A17I-20"
"1525","BRCA_RPPAArray-20160128","TCGA-AR-A24Q","TCGA-AR-A24Q-01A-21-A17I-20"
"1526","BRCA_RPPAArray-20160128","TCGA-AR-A24R","TCGA-AR-A24R-01A-21-A17I-20"
"1527","BRCA_RPPAArray-20160128","TCGA-AR-A24S","TCGA-AR-A24S-01A-21-A17I-20"
"1528","BRCA_RPPAArray-20160128","TCGA-AR-A24U","TCGA-AR-A24U-01A-21-A17I-20"
"1529","BRCA_RPPAArray-20160128","TCGA-AR-A24V","TCGA-AR-A24V-01A-11-A17I-20"
"1530","BRCA_RPPAArray-20160128","TCGA-AR-A24W","TCGA-AR-A24W-01A-21-A17I-20"
"1531","BRCA_RPPAArray-20160128","TCGA-AR-A24Z","TCGA-AR-A24Z-01A-21-A17I-20"
"1532","BRCA_RPPAArray-20160128","TCGA-AR-A250","TCGA-AR-A250-01A-41-A17I-20"
"1533","BRCA_RPPAArray-20160128","TCGA-AR-A251","TCGA-AR-A251-01A-21-A17I-20"
"1534","BRCA_RPPAArray-20160128","TCGA-AR-A252","TCGA-AR-A252-01A-21-A17I-20"
"1535","BRCA_RPPAArray-20160128","TCGA-AR-A254","TCGA-AR-A254-01A-11-A17I-20"
"1536","BRCA_RPPAArray-20160128","TCGA-AR-A255","TCGA-AR-A255-01A-21-A17I-20"
"1537","BRCA_RPPAArray-20160128","TCGA-AR-A256","TCGA-AR-A256-01A-21-A17I-20"
"1538","BRCA_RPPAArray-20160128","TCGA-B6-A0I2","TCGA-B6-A0I2-01A-21-A13C-20"
"1539","BRCA_RPPAArray-20160128","TCGA-B6-A0I6","TCGA-B6-A0I6-01A-21-A13B-20"
"1540","BRCA_RPPAArray-20160128","TCGA-B6-A0I8","TCGA-B6-A0I8-01A-21-A13B-20"
"1541","BRCA_RPPAArray-20160128","TCGA-B6-A0I9","TCGA-B6-A0I9-01A-21-A13B-20"
"1542","BRCA_RPPAArray-20160128","TCGA-B6-A0IB","TCGA-B6-A0IB-01A-21-A13B-20"
"1543","BRCA_RPPAArray-20160128","TCGA-B6-A0IG","TCGA-B6-A0IG-01A-21-A13B-20"
"1544","BRCA_RPPAArray-20160128","TCGA-B6-A0IJ","TCGA-B6-A0IJ-01A-21-A13B-20"
"1545","BRCA_RPPAArray-20160128","TCGA-B6-A0IK","TCGA-B6-A0IK-01A-21-A13B-20"
"1546","BRCA_RPPAArray-20160128","TCGA-B6-A0IO","TCGA-B6-A0IO-01A-21-A13B-20"
"1547","BRCA_RPPAArray-20160128","TCGA-B6-A0IQ","TCGA-B6-A0IQ-01A-21-A13B-20"
"1548","BRCA_RPPAArray-20160128","TCGA-B6-A0RG","TCGA-B6-A0RG-01A-21-A13C-20"
"1549","BRCA_RPPAArray-20160128","TCGA-B6-A0RH","TCGA-B6-A0RH-01A-11-A13C-20"
"1550","BRCA_RPPAArray-20160128","TCGA-B6-A0RL","TCGA-B6-A0RL-01A-21-A13C-20"
"1551","BRCA_RPPAArray-20160128","TCGA-B6-A0RM","TCGA-B6-A0RM-01A-21-A13C-20"
"1552","BRCA_RPPAArray-20160128","TCGA-B6-A0RN","TCGA-B6-A0RN-01A-21-A13C-20"
"1553","BRCA_RPPAArray-20160128","TCGA-B6-A0RO","TCGA-B6-A0RO-01A-11-A13C-20"
"1554","BRCA_RPPAArray-20160128","TCGA-B6-A0RT","TCGA-B6-A0RT-01A-11-A13C-20"
"1555","BRCA_RPPAArray-20160128","TCGA-B6-A0X1","TCGA-B6-A0X1-01A-21-A13D-20"
"1556","BRCA_RPPAArray-20160128","TCGA-BH-A0AU","TCGA-BH-A0AU-01A-21-A13C-20"
"1557","BRCA_RPPAArray-20160128","TCGA-BH-A0AV","TCGA-BH-A0AV-01A-21-A13C-20"
"1558","BRCA_RPPAArray-20160128","TCGA-BH-A0AY","TCGA-BH-A0AY-01A-11-A13B-20"
"1559","BRCA_RPPAArray-20160128","TCGA-BH-A0AZ","TCGA-BH-A0AZ-01A-11-A13A-20"
"1560","BRCA_RPPAArray-20160128","TCGA-BH-A0B0","TCGA-BH-A0B0-01A-11-A13C-20"
"1561","BRCA_RPPAArray-20160128","TCGA-BH-A0B1","TCGA-BH-A0B1-01A-21-A13C-20"
"1562","BRCA_RPPAArray-20160128","TCGA-BH-A0B3","TCGA-BH-A0B3-01A-21-A13A-20"
"1563","BRCA_RPPAArray-20160128","TCGA-BH-A0B4","TCGA-BH-A0B4-01A-21-A13C-20"
"1564","BRCA_RPPAArray-20160128","TCGA-BH-A0B6","TCGA-BH-A0B6-01A-21-A24A-20"
"1565","BRCA_RPPAArray-20160128","TCGA-BH-A0B7","TCGA-BH-A0B7-01A-21-A13B-20"
"1566","BRCA_RPPAArray-20160128","TCGA-BH-A0B9","TCGA-BH-A0B9-01A-21-A13C-20"
"1567","BRCA_RPPAArray-20160128","TCGA-BH-A0BC","TCGA-BH-A0BC-01A-11-A13B-20"
"1568","BRCA_RPPAArray-20160128","TCGA-BH-A0BF","TCGA-BH-A0BF-01A-11-A13C-20"
"1569","BRCA_RPPAArray-20160128","TCGA-BH-A0BJ","TCGA-BH-A0BJ-01A-21-A13A-20"
"1570","BRCA_RPPAArray-20160128","TCGA-BH-A0BM","TCGA-BH-A0BM-01A-21-A13B-20"
"1571","BRCA_RPPAArray-20160128","TCGA-BH-A0BO","TCGA-BH-A0BO-01A-11-A13B-20"
"1572","BRCA_RPPAArray-20160128","TCGA-BH-A0BP","TCGA-BH-A0BP-01A-21-A13C-20"
